pl_name,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor,pl_ratror,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,pl_class
Kepler-217 d,1,3,3.88689525,0.0505,1.32,0.118,2.3,0.00724,M-R relationship,5.5,0,2099.75,1574,89.75,4.4,0.00724,,6341,1.76,1.37,0.09,0.754,4.08,2.63,0.3447,1104.64,13.155,12.103,13.1207,Super Earth
Kepler-218 b,1,3,3.619337,0.046,1.48,0.132,2.79,0.00879,M-R relationship,4.73,0,460.66,1156,89.27,9.14,0.01299,,5502,1.06,1.02,0.31,0.009,4.39,6.3,1.10283,656.38,14.035,12.311,13.9069,Super Earth
Kepler-219 d,1,3,47.903645,0.272,2.81,0.251,19.1,0.06,Mass,4.73,0,20.01,598,88.02,63.6,0.01761,,5786,1.49,1.17,0.361,0.214,4.16,4,2.12046,787.07,13.823,12.389,13.7179,Super Earth
Kepler-22 b,1,1,289.863876,0.812,2.1,0.187,9.1,0.02863,Mass,5.2,0.72,1.01,279,89.764,186.4,0.02032,G5 V,5596,0.87,0.86,-0.255,-0.19,4.44,7,1.458,194.642,11.751,10.152,11.6444,Super Earth
Kepler-220 b,1,4,4.159807,0.046,0.81,0.072,0.457,0.00144,M-R relationship,4.73,0,105,759,87.37,19.91,0.01115,,4632,0.67,0.65,-0.174,-0.676,4.65,6,2.15978,171.109,13.049,10.55,12.8566,Terrestrial
Kepler-220 c,1,4,9.034199,0.076,1.57,0.14,3.09,0.00972,M-R relationship,4.39,0,37.32,586,88.12,44.7,0.02178,,4632,0.67,0.65,-0.174,-0.676,4.65,6,2.15978,171.109,13.049,10.55,12.8566,Super Earth
Kepler-220 d,1,4,28.122397,0.163,0.98,0.087,0.904,0.00284,M-R relationship,5.28,0,8.21,401,89.34,39.7,0.0123,,4632,0.67,0.65,-0.174,-0.676,4.65,6,2.15978,171.109,13.049,10.55,12.8566,Terrestrial
Kepler-220 e,1,4,45.902733,0.226,1.33,0.119,2.33,0.00733,M-R relationship,5.44,0,4.27,341,89.74,69.576,0.01697,,4632,0.67,0.65,-0.174,-0.676,4.65,6,2.827,171.109,13.049,10.55,12.8566,Super Earth
Kepler-221 b,1,4,2.795906,0.037,1.71,0.153,3.57,0.0112,M-R relationship,3.92,0,308.88,1090,85.58,10.51,0.01818,,5243,0.82,0.82,0.062,-0.404,4.54,4.57,2.81128,385.231,13.97,11.9,13.7486,Super Earth
Kepler-221 c,1,4,5.690586,0.059,2.93,0.261,15.1,0.048,Mass,3.3,0,119.84,860,87.76,17.82,0.03347,,5243,0.82,0.82,0.062,-0.404,4.54,4.57,3.30553,385.231,13.97,11.9,13.7486,Super Earth
Kepler-224 b,1,4,3.132924,0.038,1.39,0.124,2.51,0.0079,M-R relationship,5.14,0,201.49,937,89.29,11.188,0.01968,,5018,0.68,0.82,-0.27,-0.514,4.64,2.29,2.69909,782.088,15.801,13.703,15.6358,Super Earth
Kepler-224 e,1,4,18.643577,0.124,1.97,0.176,4.54,0.0143,M-R relationship,3.26,0,18.73,517,89.15,82.95,0.02625,,5018,0.68,0.82,-0.27,-0.514,4.64,2.29,31.06171,782.088,15.801,13.703,15.6358,Super Earth
Kepler-225 b,1,2,6.738975,0.056,1.2,0.107,1.87,0.00588,M-R relationship,5.95,0,38.88,579,89.87,18.694,0.02244,M1 V,3682,0.48,0.59,-0.04,-0.996,4.78,2.88,2.7212,561.101,16.294,13.253,15.9504,Super Earth
Kepler-225 c,1,2,18.794234,0.111,1.84,0.164,4.04,0.0127,M-R relationship,3.56,0,9.9,412,89.52,45.47,0.03758,M1 V,3682,0.48,0.59,-0.04,-0.996,4.78,2.88,4.09291,561.101,16.294,13.253,15.9504,Super Earth
Kepler-226 b,1,3,3.940997,0.047,1.55,0.138,24,0.076,Mass,35.4,0,270.4,1018,88.88,12.06,0.01803,,5571,0.8,0.91,0.16,-0.239,4.59,0.5,2.13629,980.138,15.563,13.633,15.4026,Super Earth
Kepler-226 c,1,3,5.349555,0.058,2.27,0.203,45.2,0.142,Mass,21.2,0,180.51,919,89.62,13.8015,0.02571,,5571,0.8,0.91,0.16,-0.239,4.59,0.5,1.73782,980.138,15.563,13.633,15.4026,Super Earth
Kepler-226 d,1,3,8.109044,0.076,1.22,0.109,1.98,0.00624,M-R relationship,5.99,0,103.64,800,89.92,17.46,0.01313,,5571,0.8,0.91,0.16,-0.239,4.59,0.5,1.5302,980.138,15.563,13.633,15.4026,Super Earth
Kepler-228 b,1,3,2.566546,0.038,1.53,0.136,2.96,0.0093,M-R relationship,4.54,0,863.78,1360,82.17,4.12,0.01469,,6043,1.01,0.95,-0.03,0.111,4.47,0.3,1.55056,1644.61,15.902,14.132,15.7042,Super Earth
Kepler-23 d,1,3,15.274299,0.124,2.2,0.196,17.6,0.055,Mass,9.08,0.08,161.04,896,89.54,19.24,0.01307,,5828,1.55,1.1,-0.112,0.398,4.09,6.61,0.5413,835.756,13.567,11.998,13.4015,Super Earth
Kepler-230 c,1,2,91.773242,0.38,2.04,0.182,4.82,0.0152,M-R relationship,3.12,0,2.98,359,89.61,52.9,0.02453,,5588,0.82,0.84,-0.14,-0.368,4.55,1.8,2.6883,740.754,15.264,13.299,15.073,Super Earth
Kepler-231 b,1,2,10.065275,0.074,1.73,0.154,35.4,0.111,Mass,37.6,0,14.88,488,89.22,29.4,0.03081,M1 V,3767,0.49,0.58,-0.1,-1.036,4.78,3.47,33.27197,316.618,15.813,12.589,15.3896,Super Earth
Kepler-231 c,1,2,19.271566,0.114,1.93,0.172,24.1,0.076,Mass,18.4,0,6.27,393,89.97,45.4,0.03159,M1 V,3767,0.49,0.58,-0.1,-1.036,4.78,3.47,7.16212,316.618,15.813,12.589,15.3896,Super Earth
Kepler-235 c,1,4,7.824904,0.065,1.28,0.114,2.18,0.00687,M-R relationship,5.71,0,14.2,555,89.16,24.96,0.02239,M0 V,4255,0.55,0.58,-0.51,-1.102,4.73,6,4.14,428.018,16.567,13.116,15.9695,Super Earth
Kepler-235 d,1,4,20.060548,0.122,2.05,0.183,4.86,0.0153,M-R relationship,3.1,0,4.03,401,89.576,46.76,0.03763,M0 V,4255,0.55,0.58,-0.51,-1.102,4.73,6,4.14,428.018,16.567,13.116,15.9695,Super Earth
Kepler-236 b,1,2,8.295611,0.065,1.57,0.14,3.09,0.00972,M-R relationship,4.39,0,15.63,469,87.95,22.1,0.02749,M1 V,3750,0.51,0.6,-0.05,-1.229,4.75,3.16,3.70571,288.763,16.014,12.312,15.3743,Super Earth
Kepler-236 c,1,2,23.968127,0.132,2,0.178,4.66,0.0147,M-R relationship,3.2,0,3.8,329,89.47,45,0.03328,M1 V,3750,0.51,0.6,-0.05,-1.229,4.75,3.16,3.70571,288.763,16.014,12.312,15.3743,Super Earth
Kepler-237 b,1,2,4.715106,0.05,1.41,0.126,2.57,0.00809,M-R relationship,5.04,0,124.96,823,88.96,15.33,0.01827,,4861,0.72,0.7,0.03,-0.477,4.58,13.8,2.42359,657.822,15.689,13.172,15.2832,Super Earth
Kepler-237 c,1,2,8.103636,0.071,2.08,0.186,4.98,0.0157,M-R relationship,3.04,0,60.64,687,89.87,20.09,0.02846,,4861,0.72,0.7,0.03,-0.477,4.58,13.8,1.97075,657.822,15.689,13.172,15.2832,Super Earth
Kepler-238 b,1,5,2.090876,0.034,1.73,0.154,3.64,0.0115,M-R relationship,3.86,0,2500.59,1642,77.03,2.765,0.00999,,5751,1.43,1.06,0.23,0.43,4.19,6.76,0.45192,1798.75,15.297,13.512,15.0243,Super Earth
Kepler-238 f,1,5,50.447,0.2747,2,0.178,13.5,0.042,Mass,9.27,0,35.87,568,89.57,23.09,0.01767,,5732,0.96,1.06,0.23,0.43,4.49,6.76,0.97794,1798.75,15.297,13.512,15.0243,Super Earth
Kepler-24 d,1,4,4.244384,0.051,1.67,0.149,3.43,0.0108,M-R relationship,4.05,0,601.89,1305,75.07,4.9,0.01352,,5897,1.29,0.98,-0.071,0.142,4.2,5.2,0.7536,1156.81,15.04,13.372,14.9234,Super Earth
Kepler-240 b,1,2,4.144495,0.048,1.37,0.122,2.45,0.00771,M-R relationship,5.24,0,142.74,864,89.99,13.767,0.01841,,4985,0.74,0.75,0.18,-0.524,4.63,0.9,2.49621,746.927,15.953,13.464,15.6622,Super Earth
Kepler-240 c,1,2,7.953528,0.074,2.2,0.196,102.3,0.322,Mass,52.8,0,59.84,696,89.24,23.75,0.02645,,4985,0.74,0.75,0.18,-0.524,4.63,0.9,3.48717,746.927,15.953,13.464,15.6622,Super Earth
Kepler-242 c,1,2,14.496481,0.109,2,0.178,4.66,0.0147,M-R relationship,3.2,0,20.5,613,84.34,33.7,0.02098,,5020,0.85,0.81,0.01,-0.613,4.49,14,0.1374,600.241,15.489,13.238,15.3494,Super Earth
Kepler-243 c,1,2,20.026218,0.142,1.99,0.178,4.62,0.0145,M-R relationship,3.22,0,21.72,559,88.43,40.7,0.01958,,5228,0.84,0.83,0.01,-0.373,4.57,3.5,2.00738,693.86,15.159,13.064,15.0573,Super Earth
Kepler-244 c,1,3,9.767292,0.087,2.05,0.183,4.86,0.0153,M-R relationship,3.1,0,81.57,791,87.68,21,0.02285,,5554,0.8,0.96,0.16,-0.256,4.58,0.5,23.67563,1036.49,15.747,13.73,15.5455,Super Earth
Kepler-244 d,1,3,20.050401,0.14,2.31,0.206,15.2,0.048,Mass,6.78,0,31.27,622,89.31,19.25,0.02657,,5554,0.8,0.96,0.16,-0.256,4.58,0.5,1.54536,1036.49,15.747,13.73,15.5455,Super Earth
Kepler-245 c,1,4,17.460812,0.124,2.18,0.194,225.6,0.71,Mass,120,0,25.15,568,89.31,60.31,0.02653,,5100,0.8,0.86,0.05,-0.396,4.56,3.63,13.61337,861.527,15.546,13.639,15.5969,Super Earth
Kepler-245 e,1,4,3.21982106,0.04,1.75,0.156,3.71,0.0117,M-R relationship,3.8,0,240.15,998,89.72,11.849,0.02012,,5174,0.8,0.86,0.05,-0.396,4.57,3.63,3.03525,861.527,15.546,13.639,15.5969,Super Earth
Kepler-246 c,1,2,11.187161,0.095,1.5,0.134,2.86,0.00899,M-R relationship,4.66,0,43.21,667,89.1,24.72,0.01704,,5206,0.83,0.79,0.16,-0.413,4.56,12.6,2.28406,626.078,15.197,13.038,15.0422,Super Earth
Kepler-247 b,1,3,3.33616,0.042,1.64,0.146,3.33,0.0105,M-R relationship,4.15,0,216.11,970,88.88,12.255,0.01906,,5100,0.77,0.84,0.05,-0.422,4.61,0.8,3.12818,663.711,15.199,13.051,15.0473,Super Earth
Kepler-249 b,1,3,3.306539,0.035,1.09,0.097,1.32,0.00416,M-R relationship,5.6,0,24.26,554,90,14.19,0.02027,M2 V,3568,0.48,0.51,-0.34,-1.495,4.78,3.09,5.34498,190.401,16.37,11.966,15.2305,Super Earth
Kepler-249 c,1,3,7.113702,0.058,1.51,0.135,2.89,0.00909,M-R relationship,4.61,0,12.53,429,89.21,24.23,0.02586,M2 V,3568,0.48,0.51,-0.34,-1.495,4.78,3.09,5.34498,190.401,16.37,11.966,15.2305,Super Earth
Kepler-249 d,1,3,15.368459,0.097,1.57,0.14,3.09,0.00972,M-R relationship,4.39,0,4.47,332,89.86,48.38,0.02628,M2 V,3568,0.48,0.51,-0.34,-1.495,4.78,3.09,5.34498,190.401,16.37,11.966,15.2305,Super Earth
Kepler-250 b,1,3,4.148141,0.048,1.13,0.101,1.51,0.00474,M-R relationship,5.75,0,148.1,938,89.58,12.61,0.01175,,5160,0.81,0.83,0.02,-0.457,4.57,13.2,2.20456,760.585,15.819,13.483,15.4144,Super Earth
Kepler-251 b,1,4,4.790936,0.053,1.33,0.119,2.33,0.00733,M-R relationship,5.44,0,203.17,990,89.55,13.7,0.01539,,5526,0.89,0.95,-0.02,-0.172,4.49,3.63,2.12141,924.625,15.541,13.632,15.216,Super Earth
Kepler-252 b,1,2,6.668391,0.058,1.23,0.11,2.04,0.00642,M-R relationship,6.02,0,39.26,587,88.24,25.9,0.01857,M0 V,4208,0.55,0.61,-0.13,-0.786,4.72,13.9,7.39154,379.424,15.406,12.466,15.0293,Super Earth
Kepler-253 b,1,3,3.783986,0.046,1.63,0.145,3.29,0.0104,M-R relationship,4.17,0,194.35,949,86.54,15.03,0.01959,,5208,0.79,0.85,0.03,-0.387,4.59,0.7,4.48753,838.595,15.778,13.534,15.5122,Super Earth
Kepler-255 b,1,3,5.714606,0.063,1.55,0.138,3.02,0.00951,M-R relationship,4.46,0,174.4,971,88.25,9.3,0.01605,,5573,0.93,0.87,0.339,-0.183,4.52,2.4,2.24666,1052.53,15.699,13.689,15.5283,Super Earth
Kepler-255 d,1,3,1.04562266,0.0192,1.32,0.118,2.3,0.00724,M-R relationship,5.5,0,1686.09,1710,89.51,4.307,0.01409,,5431,0.86,0.9,0.02,-0.183,4.53,4.37,1.50018,1052.53,15.699,13.689,15.5283,Super Earth
Kepler-256 b,1,4,1.620493,0.027,1.59,0.142,3.15,0.00993,M-R relationship,4.31,0,1225.93,1681,87.2,5.55,0.01149,,5551,1.3,0.97,0.12,-0.059,4.22,9.55,1.23,1026.43,15.178,13.424,15.0151,Super Earth
Kepler-26 d,1,4,3.543919,0.039,1.07,0.095,1.24,0.0039,M-R relationship,5.56,0,31.79,652,89.91,14.476,0.02056,M0 V,4486,0.57,0.62,-0.05,-1.06,4.73,2.95,4.85351,335.307,15.853,12.63,15.4089,Super Earth
Kepler-260 b,1,2,8.187399,0.075,2.01,0.179,4.7,0.0148,M-R relationship,3.18,0,132.13,782,88.89,16.11,0.02074,,5250,0.86,0.92,0.03,-0.092,4.49,4.47,2.08567,627.365,14.253,12.494,14.1176,Super Earth
Kepler-260 c,1,2,76.050178,0.332,1.74,0.155,3.68,0.0116,M-R relationship,3.84,0,6.78,372,89.99,82.69,0.01777,,5250,0.86,0.92,0.03,-0.092,4.49,4.47,1.84961,627.365,14.253,12.494,14.1176,Super Earth
Kepler-261 c,1,2,24.570858,0.156,2,0.178,4.66,0.0147,M-R relationship,3.2,0,14.51,505,87.52,51.4,0.02488,,5098,0.79,0.88,0.162,-0.471,4.56,3.98,3.02074,317.499,13.738,11.585,13.5287,Super Earth
Kepler-262 b,1,2,13.060855,0.108,1.36,0.121,2.42,0.00761,M-R relationship,5.29,0,50.17,734,88.16,23.81,0.0136,,5841,0.88,0.99,-0.338,-0.14,4.54,3.55,1.49784,613.129,14.478,12.732,14.2241,Super Earth
Kepler-262 c,1,2,21.853722,0.152,1.64,0.146,3.33,0.0105,M-R relationship,4.15,0,25.26,618,88.95,50.83,0.01823,,5841,0.88,0.99,-0.338,-0.14,4.54,3.55,5.20256,613.129,14.478,12.732,14.2241,Super Earth
Kepler-265 b,1,4,6.846262,0.069,1.86,0.166,4.12,0.013,M-R relationship,3.52,0,220.33,1022,89.71,15,0.01542,,5835,1.1,0.98,-0.14,0.005,4.33,0.28,0.94278,1280.25,15.47,13.897,15.3522,Super Earth
Kepler-267 b,1,3,3.353728,0.037,1.98,0.177,37.9,0.119,Mass,26.8,0,45.84,615,89.84,18.114,0.03281,M1 V,4258,0.56,0.54,-0.18,-1.229,4.73,3.31,4.69279,264.993,16.69,12.485,15.4693,Super Earth
Kepler-269 c,1,2,8.127899,0.081,1.69,0.151,3.5,0.011,M-R relationship,3.98,0,416.58,875,88.71,7.12,0.01379,,5847,0.96,0.92,0.02,0.368,4.5,4.57,1.14108,2257.32,15.646,13.961,15.7352,Super Earth
Kepler-270 b,1,2,11.476094,0.107,2.01,0.179,4.7,0.0148,M-R relationship,3.18,0,178.36,984,86.33,11.8,0.0129,,6067,1.46,1.17,0.07,0.312,4.2,2.73,0.71457,948.781,13.9,12.627,13.8586,Super Earth
Kepler-270 c,1,2,25.262887,0.18,1.77,0.158,3.78,0.0119,M-R relationship,3.75,0,62.24,756,88,20,0.01056,,6067,1.46,1.17,0.07,0.312,4.2,2.73,0.30014,948.781,13.9,12.627,13.8586,Super Earth
Kepler-271 b,1,3,10.43547805,0.0881,1.23,0.11,2.04,0.00642,M-R relationship,6.02,0,75.96,759,89.57,23.3,0.01347,,5555,0.87,0.9,-0.13,-0.253,4.52,4.57,2.19626,404.542,13.578,11.745,13.4284,Super Earth
Kepler-271 c,1,3,7.41086267,0.0702,0.95,0.085,0.809,0.00254,M-R relationship,5.18,0,119.63,850,89.79,17.6,0.01048,,5555,0.87,0.9,-0.13,-0.253,4.52,4.57,1.87677,404.542,13.578,11.745,13.4284,Terrestrial
Kepler-271 d,1,3,5.24972541,0.0558,0.66,0.059,0.219,0.00069,M-R relationship,4.19,0,189.34,954,89.01,14.41,0.00722,,5555,0.87,0.9,-0.13,-0.253,4.52,4.57,2.05485,404.542,13.578,11.745,13.4284,Terrestrial
Kepler-272 b,1,3,2.971353,0.038,1.43,0.128,78,0.245,Mass,147,0,801.74,1200,87.49,8.41,0.0139,,5297,0.93,0.86,0.09,0.066,4.43,4.9,1.08986,889.608,14.811,12.708,14.6591,Super Earth
Kepler-272 c,1,3,6.057342,0.061,1.79,0.16,97.8,0.308,Mass,93.7,0,310.76,947,88.98,12.626,0.01767,,5297,0.93,0.86,0.09,0.066,4.43,4.9,1.03785,889.608,14.811,12.708,14.6591,Super Earth
Kepler-273 b,1,2,2.936532,0.037,1.5,0.134,2.86,0.00899,M-R relationship,4.66,0,285.64,1209,87.29,12.82,0.01738,,5626,0.81,0.94,0.14,-0.341,4.51,5.1,4.62323,713.964,15.1,13.217,14.9683,Super Earth
Kepler-273 c,1,2,8.014927,0.073,1.98,0.177,4.58,0.0144,M-R relationship,3.24,0,74.89,865,87.69,16.02,0.0167,,5626,0.81,0.94,0.14,-0.341,4.51,5.1,1.39534,713.964,15.1,13.217,14.9683,Super Earth
Kepler-274 b,1,2,11.634788,0.101,1.54,0.137,2.99,0.0094,M-R relationship,4.5,0,147.81,961,89.82,16.5,0.01636,,6023,1.01,1.08,-0.211,0.201,4.44,3.63,0.62776,1333.62,15.238,13.456,15.0319,Super Earth
Kepler-274 c,1,2,33.197861,0.204,1.84,0.164,4.04,0.0127,M-R relationship,3.56,0,36.52,678,88.53,57.14,0.01773,,6023,1.01,1.08,-0.211,0.201,4.44,3.63,3.20153,1333.62,15.238,13.456,15.0319,Super Earth
Kepler-276 c,1,3,31.884,0.1994,2.9,0.259,16.6,0.052,Mass,3.74,0,19.79,563,86.92,17.44,0.02815,,5779,1.03,1.1,0.02,-0.089,4.46,0.4,1.73156,1144.86,15.481,13.838,15.3648,Super Earth
Kepler-276 d,1,3,48.648,0.2642,2.8,0.25,16.3,0.051,Mass,4.08,0,11.27,489,87.42,22,0.023,,5779,1.03,1.1,0.02,-0.089,4.46,0.4,4.01887,1144.86,15.481,13.838,15.3648,Super Earth
Kepler-280 b,1,2,2.139542,0.032,1.45,0.129,2.7,0.00849,M-R relationship,4.87,0,821.89,1425,87.19,8.089,0.01514,,5744,0.89,0.96,0.121,-0.064,4.54,4.27,1.748,780.361,14.35,12.844,14.4574,Super Earth
Kepler-280 c,1,2,4.807091,0.056,2.01,0.179,4.7,0.0148,M-R relationship,3.18,0,279.08,1088,86.65,13.5,0.0197,,5744,0.89,0.96,0.121,-0.064,4.54,4.27,64.09612,780.361,14.35,12.844,14.4574,Super Earth
Kepler-282 b,1,4,9.220524,0.082,1.01,0.09,1.01,0.00317,M-R relationship,5.39,0,195.94,817,89.85,14.511,0.01074,,5602,0.9,0.79,-0.25,0.106,4.46,0.4,0.6798,1337.61,15.444,13.65,15.1779,Super Earth
Kepler-282 c,1,4,13.638723,0.106,1.2,0.107,1.87,0.00588,M-R relationship,5.95,0,116.12,717,89.69,19.33,0.01159,,5602,0.9,0.79,-0.25,0.106,4.46,0.4,0.73488,1337.61,15.444,13.65,15.1779,Super Earth
Kepler-282 d,1,4,24.806,0.154,2.46,0.219,61,0.192,Mass,22.5,0,52.35,588,89.99,31.527,0.02374,,5699,0.89,0.97,-0.25,0.106,4.53,0.4,0.94311,1337.61,15.444,13.65,15.1779,Super Earth
Kepler-283 c,1,2,92.743711,0.341,1.82,0.162,3.97,0.0125,M-R relationship,3.62,0,0.95,240,89.99,132.45,0.02939,K,4351,0.57,0.6,-0.17,-0.983,4.72,3.09,0.06394,468.094,16.216,13.139,15.8753,Super Earth
Kepler-285 b,1,2,2.633867,0.036,1.34,0.12,2.36,0.00742,M-R relationship,5.39,0,428.41,1131,88.82,9.91,0.016,,5411,0.81,0.82,0.16,-0.279,4.58,0.6,2.44783,824.31,15.198,13.319,15.1521,Super Earth
Kepler-285 c,1,2,6.186676,0.064,1.12,0.1,1.46,0.00459,M-R relationship,5.71,0,137.07,851,89.95,16.46,0.01265,,5411,0.81,0.82,0.16,-0.279,4.58,0.6,1.99799,824.31,15.198,13.319,15.1521,Super Earth
Kepler-286 b,1,4,1.796302,0.027,1.24,0.111,2.07,0.00651,M-R relationship,5.97,0,925.92,1367,89.88,7.288,0.01323,,5580,0.86,0.96,-0.12,-0.116,4.5,2.75,1.86513,1226.85,15.863,14.121,15.5447,Super Earth
Kepler-286 c,1,4,3.468095,0.042,1.37,0.122,2.45,0.00771,M-R relationship,5.24,0,384.29,1098,89.28,11.29,0.01486,,5580,0.86,0.96,-0.12,-0.116,4.5,2.75,2.25157,1226.85,15.863,14.121,15.5447,Super Earth
Kepler-286 d,1,4,5.914323,0.061,1.33,0.119,2.33,0.00733,M-R relationship,5.44,0,188.48,919,89.87,17.223,0.01448,,5580,0.86,0.96,-0.12,-0.116,4.5,2.75,2.76282,1226.85,15.863,14.121,15.5447,Super Earth
Kepler-286 e,1,4,29.221289,0.176,1.77,0.158,3.78,0.0119,M-R relationship,3.75,0,22.4,539,88.78,58.14,0.01809,,5580,0.86,0.96,-0.12,-0.116,4.5,2.75,4.35378,1226.85,15.863,14.121,15.5447,Super Earth
Kepler-288 b,1,3,6.097326,0.065,1.67,0.149,3.43,0.0108,M-R relationship,4.05,0,247.3,1197,89.95,13.768,0.01409,,5918,1.09,1.03,0.16,0.056,4.35,3.72,1.32778,1194.15,15.283,13.587,15.152,Super Earth
Kepler-289 b,1,3,34.545,0.21,2.15,0.192,7.3,0.023,Mass,4.1,0,27.37,607,89.59,45.9,0.0197,,5990,1,1.08,0.05,0.061,4.47,0.65,1.58,704.438,14.142,12.508,13.9628,Super Earth
Kepler-290 d,1,3,0.76401755,0.0154,0.86,0.079,0.566,0.00178,M-R relationship,4.89,0,1503.79,1589,84.79,4.86,0.01049,,5142,0.76,0.84,-0.06,-0.586,4.6,1.1,3.7212,694.627,15.775,13.452,15.5648,Terrestrial
Kepler-291 c,1,2,5.700786,0.065,1.88,0.168,4.19,0.0132,M-R relationship,3.47,0,332.74,1035,88.15,27.02,0.01793,,6002,1.02,0.9,-0.11,0.071,4.47,0.3,11.48591,1786.48,16.218,14.15,15.8985,Super Earth
Kepler-292 b,1,5,2.580827,0.035,1.32,0.118,2.3,0.00724,M-R relationship,5.5,0,394.3,1130,89,4.5,0.0148,,5299,0.83,0.85,-0.07,-0.337,4.54,5.13,2.14949,1056.48,16.303,13.97,15.9419,Super Earth
Kepler-292 c,1,5,3.715335,0.045,1.47,0.131,2.76,0.00869,M-R relationship,4.77,0,242.42,1001,88.25,5.8,0.01657,,5299,0.83,0.85,-0.07,-0.337,4.54,5.13,1.67835,1056.48,16.303,13.97,15.9419,Super Earth
Kepler-294 b,1,2,3.701212,0.048,1.77,0.158,3.78,0.0119,M-R relationship,3.75,0,329.8,1087,89.09,11.634,0.01742,,5913,0.98,0.95,0.16,-0.148,4.49,0.6,2.17431,1357.01,15.948,14.172,15.8186,Super Earth
Kepler-295 b,1,3,12.645164,0.099,1.22,0.109,1.98,0.00624,M-R relationship,5.99,0,391.01,741,77.82,4.41,0.01498,,5603,0.9,0.89,-0.01,0.629,4.44,8.8,0.01018,1699.19,14.631,12.717,14.4325,Super Earth
Kepler-295 c,1,3,21.526258,0.142,1.17,0.104,1.71,0.00537,M-R relationship,5.87,0,192.14,621,86.2,19.86,0.01393,,5603,0.9,0.89,-0.01,0.629,4.44,8.8,0.31964,1699.19,14.631,12.717,14.4325,Super Earth
Kepler-295 d,1,3,33.884054,0.192,1.36,0.121,2.42,0.00761,M-R relationship,5.29,0,104.96,533,85.87,14.7,0.0168,,5603,0.9,0.89,-0.01,0.629,4.44,8.8,0.03922,1699.19,14.631,12.717,14.4325,Super Earth
Kepler-296 b,2,5,10.864384,0.079,1.61,0.144,3.22,0.0101,M-R relationship,3,0.33,6.5,495,88.58,35.5,0.0308,M2 V,3740,0.48,0.5,-0.08,-1.509,4.77,13.9,6.4,167,16.363,12.6,15.9015,Super Earth
Kepler-296 e,2,5,34.14211,0.169,1.53,0.136,2.96,0.0093,M-R relationship,4.1,0.33,1.41,337,89.89,76.2,0.0291,M2 V,3740,0.48,0.5,-0.08,-1.569,4.77,4.2,6.4,167,16.363,12.6,15.9015,Super Earth
Kepler-296 f,2,5,63.33627,0.255,1.8,0.161,3.89,0.0123,M-R relationship,3.2,0.33,0.62,274,89.95,115.1,0.0344,M2 V,3740,0.48,0.5,-0.08,-1.569,4.77,4.2,6.4,167,16.363,12.6,15.9015,Super Earth
Kepler-298 b,1,3,10.475464,0.08,1.96,0.175,4.5,0.0142,M-R relationship,3.28,0,24.71,540,88.61,34.09,0.0311,,4465,0.58,0.66,-0.21,-0.733,4.71,2.4,6.83183,518.204,15.617,13.075,15.4179,Super Earth
Kepler-298 c,1,3,22.92881,0.136,1.93,0.172,4.38,0.0138,M-R relationship,3.35,0,8.7,416,89.15,42,0.03117,,4465,0.58,0.66,-0.21,-0.733,4.71,2.4,6.34932,518.204,15.617,13.075,15.4179,Super Earth
Kepler-299 b,1,4,2.927128,0.04,1.32,0.118,2.3,0.00724,M-R relationship,5.5,0,622.07,1258,89.72,8.902,0.01181,,5617,1.03,0.95,-0.01,-0.044,4.39,0.4,1.15252,1052.24,15.232,13.436,15.0103,Super Earth
Kepler-299 d,1,4,15.054786,0.118,1.86,0.166,4.12,0.013,M-R relationship,3.52,0,69.96,729,89.2,16.53,0.01465,,5617,1.03,0.95,-0.01,-0.044,4.39,0.4,1.02421,1052.24,15.232,13.436,15.0103,Super Earth
Kepler-299 e,1,4,38.285489,0.22,1.87,0.167,4.16,0.0131,M-R relationship,3.5,0,20.17,534,89.85,44.9,0.01626,,5617,1.03,0.95,-0.01,-0.044,4.39,0.4,1.16796,1052.24,15.232,13.436,15.0103,Super Earth
Kepler-300 b,1,2,10.446347,0.094,1.67,0.149,3.43,0.0108,M-R relationship,4.05,0,265.19,812,84.3,13,0.02114,,5986,0.9,1.07,0.04,0.34,4.53,3.63,1.21929,1098.45,14.25,12.742,14.1797,Super Earth
Kepler-301 b,1,3,2.508553,0.036,1.35,0.12,2.39,0.00752,M-R relationship,5.34,0,665.44,1278,89.94,8.366,0.01387,,5815,0.9,0.98,0.187,-0.08,4.53,4.17,1.76008,719.166,14.458,12.706,14.2737,Super Earth
Kepler-301 c,1,3,5.419026,0.06,1.35,0.12,2.39,0.00752,M-R relationship,5.34,0,238.48,989,87.99,18.428,0.01442,,5815,0.9,0.98,0.187,-0.08,4.53,4.17,4.03105,719.166,14.458,12.706,14.2737,Super Earth
Kepler-301 d,1,3,13.751243,0.112,1.75,0.156,3.71,0.0117,M-R relationship,3.8,0,68.93,725,89.21,19.4,0.01723,,5815,0.9,0.98,0.187,-0.08,4.53,4.17,1.75104,719.166,14.458,12.706,14.2737,Super Earth
